,darija,eng
6149,bouskora,bouskoura
6150,lf9ih bn Sal7,fqih ben saleh
6151,f9ih bn Sal7,fqih ben saleh
6152,lf9ih ben sale7,fqih ben saleh
6153,f9ih ben Salh,fqih ben saleh
6154,dchira,dcheira
6155,dcheira,dcheira
6156,dchyra,dcheira
6157,wadzm,oued zem
6158,wad zem,oued zem
6159,ouad zem,oued zem
6160,oued zem,oued zem
6161,9l3a tsraghna,kalaa sraghna
6162,9el3a t sraghna,kalaa sraghna
6163,9al3a tsraghna,kalaa sraghna
6164,kalaa tsraghna,kalaa sraghna
6165,sidi sliman,sidi slimane
6166,sidi slimane,sidi slimane
6167,rrachidia,errachidia
6168,errachidia,errachidia
6169,grsif,guercif
6170,guersif,guercif
6171,garsif,guercif
6172,guarsif,guercif
6173,wlad tayma,oulad teima
6174,oulad teima,oulad teima
6175,ouled teima,oulad teima
6176,oulad taima,oulad teima
6177,ben grir,ben guerir
6178,bngrir,ben guerir
6179,bengrir,ben guerir
6180,ben guerir,ben guerir
6181,tiflt,tifelt
6182,tifelt,tifelt
6183,l9li3a,lqliaa
6184,lqli3a,lqliaa
6185,la9li3a,lqliaa
6186,taroudant,taroudant
6187,Sfro,sefrou
6188,sfrou,sefrou
6189,sefrou,sefrou
6190,Swira,essaouira
6191,SSwira,essaouira
6192,souira,essaouira
6193,essawira,essaouira
6194,fnide9,fnideq
6195,lfnide9,fnideq
6196,fnid9,fnideq
6197,lfnid9,fnideq
6198,sidi 9assem,sidi kacem
6199,sidi 9asm,sidi kacem
6200,sidi 9asem,sidi kacem
6201,tiznit,tiznit
6202,TanTan,tantan
6203,Tan Tan,tantan
6204,warzazat,ouarzazate
6205,ouarzazat,ouarzazate
6206,ouerzazat,ouarzazate
6207,sou9larb3a,souk el arbaa
6208,sou9 lab3a,souk el arbaa
6209,youssoufia,youssoufia
6210,yousoufia,youssoufia
6211,yosofia,youssoufia
6212,lyousoufia,youssoufia
6213,l8rawiyin,lahraouyine
6214,lahraouiyine,lahraouyine
6215,la8rawiyin,lahraouyine
6216,martil,martil
6217,3in 7rrouda,ain harrouda
6218,3in 7arouda,ain harrouda
6219,3ayn 7errouda,ain harrouda
6220,Skhirat,Skhirat
6221,SSkhirat,Skhirat
6222,wazzan,ouazzane
6223,ouazzan,ouazzane
6224,bnsliman,benslimane
6225,bensliman,benslimane
6226,benslimane,benslimane
6227,ben sliman,benslimane
6228,l7ouceima,al houceima
6229,lhouceima,al houceima
6230,l7ousayma,al houceima
6231,l7oucima,al houceima
6232,bni nsar,
6233,beni ansar,
6234,beni nsar,
6235,"bni ansar,beni ansar""",
6236,mdye9,mdiq
6237,lmDye9,mdiq
6238,lmdyeq,mdiq
6239,mdyeq,mdiq
6240,sidi bennour,sidi bennour
6241,sidibnnour,sidi bennour
6242,sidi benour,sidi bennour
6243,sidi benor,sidi bennour
6244,midelt,midelt
6245,midlt,midelt
6246,azro,azrou
6247,azrou,azrou
6248,blasa,place
6249,jam3lfna,Jemaa el-Fnaa square
6250,jam3 lafna,Jemaa el-Fnaa square
6251,khariTa,map
6252,5ariTa,map
6253,l3alam,world
6254,3alam,world
6255,sbiTar,hospital
6256,boSTa,post office
6257,bouSTa,post office
6258,lboSTa,post office
6259,lkharij,abroad
6260,l5arij,abroad
6261,maTar,airport
6262,faDa2,space
6263,mrrikh,mars
6264,lmrrikh,mars
6265,marrikh,mars
6266,9amar,moon
6267,l9amar,moon
6268,qamar,moon
6269,3onwan,address
6270,finmma,anywhere
6271,finemma,anywhere
6272,finamma,anywhere
6273,llor,back
6274,llour,back
6275,gddam,front
6276,goddam,front
6277,mkhbaza,bakery
6278,makhbaza,bakery
6279,t7t,below
6280,ta7t,below
6281,te7t,below
6282,7odoud,borders
6283,frmasian,pharmacy
6284,frmacian,pharmacy
6285,frmasyan,pharmacy
6286,firma,farm
6287,chr9,east
6288,cher9,east
6289,char9,east
6290,ghrb,west
6291,gherb,west
6292,gharb,west
6293,chamal,north
6294,janoub,south
6295,janob,south
6296,mnTa9a,region
6297,manTa9a,region
6298,menTa9a,region
6299,ma7TTa,station
6300,ma7aTTa,station
6301,ma7eTTa,station
6302,mahtta,station
6303,7anout,shop
6304,7anot,shop
6305,chari3,street
6306,chaari3,street
6307,Tri9,road
6308,Tre9,road
6309,lotorot,highway
6310,lotorout,highway
6311,sikteur,neighborhood
6312,siktour,neighborhood
6313,saa7a,square
6314,sa7a,square
6315,saaha,square
6316,9hwa,coffee shop
6317,9ahwa,coffee shop
6318,9ehwa,coffee shop
6319,9a8wa,coffee shop
6320,borj,tower
6321,mktaba,library
6322,mektaba,library
6323,maktaba,library
6324,otil,hotel
6325,hotel,hotel
6326,otel,hotel
6327,klinik,clinic
6328,clinique,clinic
6329,pisin,swimming pool
6330,picin,swimming pool
6331,piscine,swimming pool
6332,tritwar,sidewalk
6333,trotwar,sidewalk
6334,tritouar,sidewalk
6335,trotouar,sidewalk
6336,ttija8,direction
6337,ittija8,direction
6338,ttijah,direction
6339,ittijah,direction
6340,limn,right
6341,limen,right
6342,liman,right
6343,lisr,left
6344,lisser,left
6345,lissar,left
6346,masafa,distance
6347,massafa,distance
6348,misa7a,area
6349,misaa7a,area
6350,misaha,area
6351,sifara,embassy
6352,wrda,rose
6353,warda,rose
6354,nbta,plant
6355,nabta,plant
6356,nebta,plant
6357,chouk,thorn
6358,nkhla,palm tree
6359,nakhla,palm tree
6360,na5la,palm tree
6361,nekhla,palm tree
6362,chjra,tree
6363,chejra,tree
6364,chajra,tree
6365,chjr,trees
6366,chjer,trees
6367,chjar,trees
6368,Sbbar,cactus
6369,SafSaf,willow
6370,SefSaf,willow
6371,Sanawbar,pine
6372,3rch,branch
6373,aarch,branch
6374,sawsan,iris
6375,zira3a,agriculture
6376,zrri3a,seed
6377,zarri3a,seed
6378,zerri3a,seed
6379,gazo,grass
6380,gazon,grass
6381,lgazo,grass
6382,rbi3,grass
6383,rrbi3,grass
6384,jdr,root
6385,jder,root
6386,trab,soil
6387,ktabi,my book
6388,3imartna,our building
6389,flous8a,her money
6390,klb8om,their dog
6391,7yato,his life
6392,chghlk,your business
6393,moul,possessor of
6394,mol,possessor of
6395,dyali,mine
6396,diali,mine
6397,dyalo,his
6398,dialo,his
6399,dialou,his
6400,dyalou,his
6401,dyalha,her
6402,dialha,her
6403,dial8a,her
6404,dyal8a,her
6405,dyalhom,their
6406,dialhom,their
6407,dial8om,their
6408,dyalhoum,their
6409,dyalna,our
6410,dialna,our
6411,gddam,in front of
6412,godam,in front of
6413,goddam,in front of
6414,mora,behind
6415,moura,behind
6416,fog,on
6417,foug,on
6418,fog,on
6419,foug,on
6420,t7t,under
6421,taht,under
6422,ta7t,under
6423,3la,about
6424,aala,about
6425,b3d,after
6426,be3d,after
6427,ba3d,after
6428,Dedd,against
6429,Dadd,against
6430,fost,among
6431,b7al,as
6432,bhal,as
6433,b7al,like
6434,bhal,like
6435,f,at
6436,fi,at
6437,bsbab,because of
6438,bsabab,because of
6439,9bl,before
6440,9bel,before
6441,qbel,before
6442,9bal,before
6443,mora,behind
6444,moura,behind
6445,wra,behind
6446,t7t,below
6447,lt7t,below
6448,te7t,below
6449,ta7t,below
6450,7da,beside
6451,hda,beside
6452,bin,between
6453,b,by
6454,bi,by
6455,bwasiTat,by means of
6456,b wasiTat,by means of
6457,t7t,down
6458,ta7t,down
6459,te7T,down
6460,fou9t,during
6461,f w9t,during
6462,fw9t,during
6463,ma3ada,except
6464,ma 3ada,except
6465,tab3,following
6466,taab3,following
6467,tabaa,following
6468,l,to
6469,li,to
6470,l,for
6471,li,for
6472,mn,from
6473,men,from
6474,f,in
6475,fi,in
6476,za2id,in addition
6477,ila,if
6478,bima fiha,including
6479,daakhl,inside
6480,daa5l,inside
6481,dakhl,inside
6482,da5l,inside
6483,mn,of
6484,men,of
6485,3la,over
6486,aala,over
6487,bnnisba,regarding
6488,bnisba,regarding
6489,b nnisba,regarding
6490,b nisba,regarding
6491,mn,since
6492,men,since
6493,f ttija8,toward
6494,f tijah,toward
6495,fttijah,toward
6496,ftija8,toward
6497,7tal,until
6498,m3a,with
6499,maa,with
6500,7it,because
6501,7int,because
6502,7itach,because
6503,7intach,because
6504,bach,in order to
6505,7jjam,barber
6506,7ejjam,barber
6507,7ajjam,barber
6508,hajjam,barber
6509,7lla9,barber
6510,7ella9,barber
6511,7alla9,barber
6512,hallaq,barber
6513,gzzar,butcher
6514,guezzar,butcher
6515,gazzar,butcher
6516,Tbib,doctor
6517,frmlia,nurse
6518,fermlia,nurse
6519,farmlia,nurse
6520,modir,director
6521,moudir,director
6522,fnnan,artist
6523,fennan,artist
6524,fannan,artist
6525,trisyan,electrician
6526,trician,electrician
6527,mo8ndis,engineer
6528,mohndis,engineer
6529,flla7,peasant
6530,fella7,peasant
6531,falla7,peasant
6532,fllah,peasant
6533,Sa7afi,journalist
6534,Sahafi,journalist
6535,9aDi,judge
6536,qaDi,judge
6537,mo7ami,lawyer
6538,mou7ami,lawyer
6539,mohami,lawyer
6540,mikanisyan,mechanic
6541,mikanician,mechanic
6542,mecanician,mechanic
6543,wakil,prosecutor
6544,ouakil,prosecutor
6545,bolisi,cop
6546,bolissi,cop
6547,jadarmi,gendarme
6548,rssam,painter
6549,rassam,painter
6550,moSwwir,photographer
6551,moSwwer,photographer
6552,moSwir,photographer
6553,moSwer,photographer
6554,srbay,waiter
6555,serbay,waiter
6556,sarbay,waiter
6557,srbaya,waitress
6558,serbaya,waitress
6559,sarbaya,waitress
6560,khyyaT,tailor
6561,khiaT,tailor
6562,5ayyaT,tailor
6563,khayyaT,tailor
6564,safir,ambassador
6565,safyr,ambassador
6566,mostachar,advisor
6567,mostachaar,advisor
6568,plombi,plumber
6569,mo9awil,entrepreneur
6570,modir,director
6571,mowDDaf,employee
6572,sikritira,assistant
6573,khDDar,greengrocer
6574,njjar,carpenter
6575,7rayfi,craftsperson
6576,Sbbagh,painter
6577,n77at,sculptor
6578,mol ddjaj,poultryman
6579,mol l7out,fishmonger
6580,moSwwir,photographer
6581,oustad,professor
6582,ostad,professor
6583,mol taxi,Taxi driver
6584,chifour,driver
6585,chifor,driver
6586,kherraz,shoemaker
6587,khrraz,shoemaker
6588,5rraz,shoemaker
6589,5erraz,shoemaker
6590,mol lmSbana,
6591,gbbaS,
6592,jlayji,
6593,ana,me
6594,ana,I
6595,nta,you
6596,nti,you
6597,hoa,him
6598,howa,him
6599,8owa,him
6600,8oa,him
6601,hia,her
6602,hya,her
6603,8ya,her
6604,8ia,her
6605,7na,us
6606,7na,we
6607,ntoma,you
6608,ntouma,you
6609,homa,them
6610,houma,them
6611,8ouma,them
6612,8oma,them
6613,ayy wahd,everyone
6614,tta wahd,anyone
6615,ayyatoha haja,anything
6616,kolchi,everything
6617,koulchi,everything
6618,kollchi,everything
6619,koullchi,everything
6620,hada,this
6621,hadi,this
6622,hadchi,this
6623,had,this
6624,dak,that
6625,hadak,that
6626,hadik,that
6627,hado,these
6628,hadou,these
6629,hado,those
6630,hadou,those
6631,imta,when
6632,fo9ach,when
6633,foqach,when
6634,fine,where
6635,fin,where
6636,w9tach,when
6637,wa9tach,when
6638,we9tach,when
6639,3lach,why
6640,aalach,why
6641,kifach,why
6642,ach,what
6643,chno,what
6644,chkon,who
6645,kifach,how
6646,ktr,more
6647,kter,more
6648,ktar,more
6649,aktar,most
6650,a9al,least
6651,9el,less
6652,9al,less
6653,chi 7edd,someone
6654,chi 7ed,someone
6655,chi7ed,someone
6656,chi7edd,someone
6657,SSla,pray
6658,SSala,pray
6659,Sala,pray
6660,Syam,fasting
6661,Siam,fasting
6662,lhej,pilgrimage
6663,lhajj,pilgrimage
6664,7ejj,pilgrimage
6665,l7ej,pilgrimage
6666,zakat,charity
6667,jam3,mosque
6668,jama3,mosque
6669,jame3,mosque
6670,lihoud,jews
6671,li8oud,jews
6672,li8od,jews
6673,nSara,christians
6674,imane,faith
6675,2yman,faith
6676,koffar,unbelievers
6677,rou7,soul
6678,rouh,soul
6679,jenna,heaven
6680,janna,heaven
6681,nnar,hell
6682,nar,hell
6683,jahnam,hell
6684,ja8nnam,hell
6685,jahennam,hell
6686,ja8annam,hell
6687,lakhra,afterlife
6688,akhira,afterlife
6689,lakhira,afterlife
6690,akhra,afterlife
6691,chrab,alcohol
6692,malak,angel
6693,ddin,religion
6694,dine,religion
6695,ddine,religion
6696,dine,religion
6697,loDo,ablution
6698,woDou,ablution
6699,woDou2,ablution
6700,lwoDo2,ablution
6701,3ti9ad,belief
6702,i3ti9ad,belief
6703,chiTan,satan
6704,chayTan,satan
6705,jnn,demon
6706,jenn,demon
6707,3issa,jesus
6708,3isa,jesus
6709,ibrahim,abraham
6710,moussa,moses
6711,mossa,moses
6712,khalifa,caliph
6713,5alifa,caliph
6714,kanissa,church
6715,kanisa,church
6716,fir3awn,pharaoh
6717,jibril,gabriel
6718,3zrayl,azrael
6719,3zaryn,azrael
6720,chaba7,ghost
6721,chabah,ghost
6722,lboudia,buddhism
6723,daoud,david
6724,nou7,noah
6725,nouh,noah
6726,taTwwor,evolution
6727,taTwor,evolution
6728,jaza2,reward
6729,jazaa,reward
6730,Salib,cross
6731,Salyb,cross
6732,T8ara,circumcision
6733,Thara,circumcision
6734,khtana,circumcision
6735,5tana,circumcision
6736,SSa7aba,companions of the prophet
6737,Sa7aba,companions of the prophet
6738,fi98,theory of islamic law
6739,fi9h,theory of islamic law
6740,fiqh,theory of islamic law
6741,chari3a,islamic law
6742,chariaa,islamic law
6743,ftwa,interpretation of islamic law
6744,fatwa,interpretation of islamic law
6745,fetwa,interpretation of islamic law
6746,khayr,good
6747,khair,good
6748,5ayr,good
6749,5air,good
6750,charr,evil
6751,cherr,evil
6752,9or2an,quran
6753,mo9ddas,holy
6754,mo9addas,holy
6755,9ods,jerusalem
6756,l9ods,jerusalem
6757,rou7,spirit
6758,rouh,spirit
6759,rou7ania,spirituality
6760,rouhania,spirituality
6761,9iama,resurrection
6762,l9iama,resurrection
6763,9yama,resurrection
6764,l9yama,resurrection
6765,janaza,funeral
6766,gnaza,funeral
6767,dbn,sin
6768,denb,sin
6769,danb,sin
6770,Sob7,morning prayer
6771,Sobh,morning prayer
6772,Do8r,noon prayer
6773,Dohr,noon prayer
6774,Doher,noon prayer
6775,Do8ar,noon prayer
6776,l3aSr,afternoon prayer
6777,l3aSer,afternoon prayer
6778,3aser,afternoon prayer
6779,3asar,afternoon prayer
6780,lmghrb,sunset prayer
6781,lmghreb,sunset prayer
6782,lmoghrab,sunset prayer
6783,mghrab,sunset prayer
6784,l3cha,evening prayer
6785,laacha,evening prayer
6786,3cha,evening prayer
6787,zawia,sect
6788,zaouia,sect
6789,injil,bible
6790,masi7,christ
6791,masy7,christ
6792,masih,christ
6793,allah,god
6794,alah,god
6795,Lah,god
6796,rassoul,prophet
6797,rasoul,prophet
6798,mslm,muslim
6799,meslem,muslim
6800,moslim,muslim
6801,sonni,sunni
6802,chi3i,shi ite
6803,mol7id,atheist
6804,molhid,atheist
6805,il7ad,atheism
6806,ilhad,atheism
6807,Sm3a,minaret
6808,Sem3a,minaret
6809,Sam3a,minaret
6810,adan,call to prayer
6811,adaan,call to prayer
6812,7lal,permitted
6813,hlal,permitted
6814,7ram,forbidden
6815,hram,forbidden
6816,mo3jiza,miracle
6817,zrbia tSSla,prayer rug
6818,zrbia t SSla,prayer rug
6819,zerbia t SSla,prayer rug
6820,zarbia tSSla,prayer rug
6821,riaDa,sport
6822,ryaDa,sport
6823,kora,soccer
6824,koura,soccer
6825,box,boxing
6826,boux,boxing
6827,jjra,jogging
6828,tirane,stadium
6829,tiran,stadium
6830,touni,shirt
6831,ttouni,shirt
6832,ligat,gloves
6833,lligat,gloves
6834,lasal,gym
6835,lassal,gym
6836,l7did,bodybuilding
6837,le7did,bodybuilding
6838,la7did,bodybuilding
6839,mo3lli9,sports commentator
6840,mo3alli9,sports commentator
6841,8iwaya,hobby
6842,8iwaia,hobby
6843,lo3ba,game
6844,fr9a,team
6845,fer9a,team
6846,far9a,team
6847,farqa,team
6848,8adaf,goal
6849,lgoul,goalkeeper
6850,lgol,goalkeeper
6851,mo8ajim,attacker
6852,modafi3,defender
6853,7akam,referee
6854,hakam,referee
6855,modrrib,coach
6856,modarrib,coach
6857,modarib,coach
6858,kofra,free kick
6859,mobachir,live
6860,rb7,win
6861,rba7,win
6862,rbe7,win
6863,rbah,win
6864,khsr,lose
6865,5sar,lose
6866,khasara,lose
6867,ta3adoul,a tie
6868,ta3adol,a tie
6869,3oman,swimming
6870,3ouman,swimming
6871,3oumane,swimming
6872,karta,cards
6873,carta,cards
6874,ghchach,cheater
6875,ghchchach,cheater
6876,7fla,party
6877,7afla,party
6878,7efla,party
6879,hafla,party
6880,siba9,race
6881,sibaq,race
6882,boTola,league
6883,lboTola,league
6884,boToula,league
6885,boTola,championship
6886,lboTola,championship
6887,boToula,championship
6888,baskit,basketball
6889,bizbol,baseball
6890,kas,cup
6891,kass,cup
6892,kasl3alam,world cup
6893,kas l3alam,world cup
6894,rigbi,rugby
6895,rrigbi,rugby
6896,chTrnj,chess
6897,chTranj,chess
6898,chaTranj,chess
6899,cheTranj,chess
6900,t3li9,comment
6901,ta3li9,comment
6902,te3li9,comment
6903,taaliq,comment
6904,tlfaza,television
6905,telfaza,television
6906,tilifon,phone
6907,kabl,cable
6908,priz,power plug
6909,charjour,charger
6910,charjor,charger
6911,intirnit,internet
6912,antirnit,internet
6913,vidio,video
6914,odiyo,audio
6915,odio,audio
6916,odyo,audio
6917,watsap,whatsapp
6918,fisbok,facebook
6919,fisbouk,facebook
6920,chacha,screen
6921,chaacha,screen
6922,lizyat,headphones
6923,liziat,headphones
6924,lliziat,headphones
6925,lizikottour,headphones
6926,lizikotour,headphones
6927,lizikotor,headphones
6928,matiryal,hardware
6929,mataryan,hardware
6930,portabl,cell phone
6931,portable,cell phone
6932,bla slk,wireless
6933,bla selk,wireless
6934,bla salk,wireless
6935,slk,wire
6936,selk,wire
6937,salk,wire
6938,batri,battery
6939,boton,button
6940,bouton,button
6941,botona,button
6942,boutoun,button
6943,tilicomand,remote control
6944,telecomand,remote control
6945,telecomond,remote control
6946,nitflix,netflix
6947,parabol,tv receiver
6948,piciyat,laptops
6949,piciat,laptops
6950,tania,second
6951,thania,second
6952,d9i9a,minute
6953,daqiqa,minute
6954,da9i9a,minute
6955,sa3a,hour
6956,yawm,day
6957,youm,day
6958,nhar,day
6959,lbar7,yesterday
6960,lbare7,yesterday
6961,lbareh,yesterday
6962,lbarh,yesterday
6963,daba,now
6964,drok,now
6965,lyom,today
6966,liom,today
6967,lioma,today
6968,lyoma,today
6969,ghdda,tomorrow
6970,ghedda,tomorrow
6971,ghadda,tomorrow
6972,wellbar7,the day before yesterday
6973,wallbare7,the day before yesterday
6974,wllbare7,the day before yesterday
6975,b3d ghdda,the day after tomorrow
6976,ba3d ghdda,the day after tomorrow
6977,be3d ghdda,the day after tomorrow
6978,simana,week
6979,semana,week
6980,ch8r,month
6981,ch8ar,month
6982,chher,month
6983,chhar,month
6984,3am,year
6985,9rn,century
6986,9arn,century
6987,9ern,century
6988,qarn,century
6989,tnin,monday
6990,tlat,tuesday
6991,ttlat,tuesday
6992,larb3,wednesday
6993,larba3,wednesday
6994,larbe3,wednesday
6995,lkhmis,thursday
6996,l5miss,thursday
6997,lakhmis,thursday
6998,lekhmis,thursday
6999,jm3a,friday
7000,jam3a,friday
7001,jem3a,friday
7002,sbt,saturday
7003,sebt,saturday
7004,sabt,saturday
7005,ssebt,saturday
7006,l7d,sunday
7007,l7ed,sunday
7008,l7add,sunday
7009,l7ad,sunday
7010,wikand,weekend
7011,sebt w l7ed,weekend
7012,yanayir,sunday
7013,fibrayr,february
7014,fibrayer,february
7015,mars,march
7016,abril,april
7017,may,may
7018,yonyo,june
7019,yolyoz,july
7020,youlyouz,july
7021,ghocht,august
7022,chotanbir,september
7023,oktoubr,october
7024,oktobr,october
7025,nowanbir,november
7026,dojanbir,december
7027,doujanbir,december
7028,w9t,time
7029,wa9t,time
7030,we9t,time
7031,7aDir,present
7032,7aDer,present
7033,7aDr,present
7034,most9bal,future
7035,mosta9bal,future
7036,mostaqbal,future
7037,mostqbal,future
7038,maDi,past
7039,maaDi,past
7040,llarob,quarter to
7041,llaroub,quarter to
7042,o 9sem,five past
7043,o9sem,five past
7044,oqsem,five past
7045,o 9smayn,ten past
7046,o9smayn,ten past
7047,oqsmayn,ten past
7048,o rb3,quarter past
7049,orb3,quarter past
7050,orba3,quarter past
7051,o ness,half past
7052,oness,half past
7053,onss,half past
7054,onass,half past
7055,o sb3 9sam,thirty five past
7056,osb39sam,thirty five past
7057,o sbaa qsam,thirty five past
7058,o sba3 9sam,thirty five past
7059,9ll toulout,twenty to
7060,9ll tolot,twenty to
7061,9ll 9smayn,ten to
7062,9ll9smayn,ten to
7063,9ll 9sm,five to
7064,9ll9sm,five to
7065,mn,since
7066,men,since
7067,revey,alarm
7068,rrevey,alarm
7069,lil,night
7070,llil,night
7071,lile,night
7072,Sba7,morning
7073,Sbah,morning
7074,3chia,evening
7075,aachia,evening
7076,wst nhar,midday
7077,wstnhar,midday
7078,maw3id,appointment
7079,mou3id,appointment
7080,ftra,period
7081,fatra,period
7082,fetra,period
7083,magana,clock
7084,sa3a,clock
7085,dima,always
7086,3adatan,usually
7087,3aadatan,usually
7088,naadiran,rarely
7089,nadiran,rarely
7090,monasaba,occasion
7091,mounasaba,occasion
7092,monaasaba,occasion
7093,nssa3a,half an hour
7094,nss sa3a,half an hour
7095,ness sa3a,half an hour
7096,nessa3a,half an hour
7097,robo3sa3a,quarter of an hour
7098,robo3 sa3a,quarter of an hour
7099,tolotsa3a,twenty minutes
7100,tolot sa3a,twenty minutes
7101,tolout sa3a,twenty minutes
7102,toloutsa3a,twenty minutes
7103,fhad tawakhir,lately
7104,m3a,with
7105,maa,with
7106,m3aya,with me
7107,maaya,with me
7108,m3aha,with her
7109,m3a8a,with her
7110,m3ahom,with them
7111,m3a8om,with them
7112,m3ahoum,with them
7113,m3a8oum,with them
7114,m3ana,with us
7115,maana,with us
7116,m3ah,with him
7117,m3a8,with him
7118,maah,with him
7119,3ndi,I have
7120,3andi,I have
7121,andi,I have
7122,aandi,I have
7123,3ndo,he has
7124,3ando,he has
7125,3endo,he has
7126,aando,he has
7127,3ndha,she has
7128,3andha,she has
7129,3endha,she has
7130,3and8a,she has
7131,3ndhom,they have
7132,andhoum,they have
7133,aandhom,they have
7134,3andhoum,they have
7135,3ndna,we have
7136,aandna,we have
7137,3andna,we have
7138,3endna,we have
7139,fia,in me
7140,fyya,in me
7141,fya,in me
7142,fia,I can
7143,fyya,I can
7144,fya,I can
7145,fih,in him
7146,fi8,in him
7147,fih,he can
7148,fi8,he can
7149,fiha,in her
7150,fi8a,in her
7151,fiha,she can
7152,fi8a,she can
7153,fihom,in them
7154,fi8om,in them
7155,fihoum,in them
7156,fi8oum,in them
7157,fihom,they can
7158,fi8om,they can
7159,fihoum,they can
7160,fi8oum,they can
7161,fina,in us
7162,fina,we can
7163,noubti,my turn
7164,nobti,my turn
7165,noubtek,your turn
7166,noubtk,your turn
7167,nobtk,your turn
7168,nobtek,your turn
7169,noubtna,our turn
7170,nobtna,our turn
7171,noubtkom,your turn
7172,nobtkoum,your turn
7173,noubtkoum,your turn
7174,noubthom,their turn
7175,nobthoum,their turn
7176,nobt8om,their turn
7177,noubthom,their turn
7178,7daya,beside me
7179,hdaya,beside me
7180,7dak,beside you
7181,hdak,beside you
7182,7dah,beside him
7183,hdah,beside him
